[Header]
; ACMS Data File (default extension .dat)
; Copyright 1999, Quantum Design, Inc. All rights reserved.
TITLE,Na1.7IrO3
FILEOPENTIME,37363665.16,03/09/2014,1:56 pm
BYAPP,ACMS,1.0,1.1
INFO,PPMS ACMS Option Version: 1.0.9 Build 14,APPNAME
INFO,HARMONICS,1
INFO,DCWb1132,Na1.8IrO3
INFO,mass (g) =,0.0337
INFO,,
INFO,,
INFO,,
INFO,,
INFO,,
INFO,,
INFO,,
INFO,,
DATATYPE,COMMENT,1
DATATYPE,TIME,2
FIELDGROUP,AC Mag,2,3,4,5,6,8,9,10,11,12
FIELDGROUP,DC Mag,2,3,4,7,8
STARTUPGROUP,All
STARTUPAXIS,X,2,LINEAR,AUTO
TIMEMODE,MINUTES,RELATIVE
PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES
RECORDS,ALL_RECORDS
DATATYPE,TIME,2
DATATYPE,COMMENT,1
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Frequency (Hz),Amplitude (Oe),M-DC (emu),M-Std.Dev. (emu),M' (emu),M'' (emu),Moment (emu),Phase (deg),Calcoil' (emu),Calcoil'' (emu),Calcoil (emu),CC Phase (deg),Count,Gain,Measure Type,Elapsed (sec),Sample Center (cm),Max.Signal (V),PPMS Status (code),DSP Status (code),Min.Temperature (K),Max.Temperature (K),Min.Field (Oe),Max.Field (Oe),DC Position (cm),PPMS Temperature (K),PPMS Position,Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,37376184.59,1.7961695,10.026,10000,2.99843742220581,,0.158670149247715,,,,,,,,,,125,1,0,0.0300320573575457,0.000497844552375701,4373,0,1.7957605,1.7965785,10.026,10.026,,1.7867,,,,,,,,,,,,,,,,,,,,,,,1.7961695
,37376219.01,1.794941,10.026,10000,2.99843742220581,,0.158371143908942,,,,,,,,,,125,1,0,0.0262990793508049,0.000498193205602465,4373,0,1.7948983,1.7949837,10.026,10.026,,1.7862,,,,,,,,,,,,,,,,,,,,,,,1.794941
,37376253.81,1.795044,10.026,10000,2.99843742220581,,0.14137642333794,,,,,,,,,,125,1,0,0.016922652707684,0.000498026307109653,4373,0,1.794566,1.795522,10.026,10.026,,1.7855,,,,,,,,,,,,,,,,,,,,,,,1.795044
,37376288.18,1.79472095,10.026,10000,2.99843742220581,,0.156496116067219,,,,,,,,,,125,1,0,0.0127113189853625,0.000498021221189263,4373,0,1.7938547,1.7955872,10.026,10.026,,1.78525,,,,,,,,,,,,,,,,,,,,,,,1.79472095
,37378409.54,1.99806675,9998.583,,,0.00251204815507392,0.000111369803862893,,,,,,,,,5,125,0,20.5790003528818,0.283839638307667,5.16286134962162E-5,4373,0,1.9948363,2.0012972,9998.583,9998.583,0.283839638307667,1.9829,,,,,,,,,,,,,,,,,,,,,,,1.99806675
,37378437.97,1.98887005,9998.583,,,0.00253722895623789,4.8161810838663E-5,,,,,,,,,5,125,0,20.9219997748733,0.240048825508154,5.21126798302251E-5,4374,0,1.9831989,1.9945412,9998.583,9998.583,0.240048825508154,1.98275,,,,,,,,,,,,,,,,,,,,,,,1.98887005
,37378466.84,1.9882134,9998.583,,,0.0025183726080703,3.69607905936151E-5,,,,,,,,,5,125,0,21.968999854289,0.244529890764881,5.09218766485633E-5,4373,0,1.9822514,1.9941754,9998.583,9998.583,0.244529890764881,1.98225,,,,,,,,,,,,,,,,,,,,,,,1.9882134
,37378601.64,2.0128547,9998.583,,,0.00252740764643035,3.74670585609687E-5,,,,,,,,,5,125,0,6.28199984785169,0.244529890764881,5.10684795954345E-5,4370,0,2.0003064,2.025403,9998.583,9998.583,0.243930658339216,2.01205,,,,,,,,,,,,,,,,,,,,,,,2.0128547
,37378727.81,3.0320369,9998.583,,,0.00241633514906582,4.54320497088931E-5,,,,,,,,,5,125,0,6.76600006408989,0.244529890764881,5.04746339321058E-5,4370,0,3.0133672,3.0507066,9998.583,9998.583,0.230251676048335,3.0466,,,,,,,,,,,,,,,,,,,,,,,3.0320369
,37378852.21,4.048943,9998.583,,,0.00233579063675938,4.76927573397128E-5,,,,,,,,,5,125,0,6.82900012470782,0.244529890764881,5.05166439746644E-5,4370,0,4.0248942,4.0729918,9998.583,9998.583,0.2269214434574,4.0633,,,,,,,,,,,,,,,,,,,,,,,4.048943
